"parameter","smoothed","quadratic","ci_low","ci_high","mle","span","param_name"
-4.5620042129086,-2165.8478844988,-2204.30171035166,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.55775324225778,-2165.87287150989,-2204.58341867761,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.55350227160696,-2165.89782453762,-2204.86594679219,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.54925130095614,-2165.92274367344,-2205.14929469538,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.54500033030532,-2165.94762900885,-2205.4334623872,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.54074935965449,-2165.97248063531,-2205.71844986764,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.53649838900367,-2165.99729864431,-2206.00425713669,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.53224741835285,-2166.02208312731,-2206.29088419437,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.52799644770203,-2166.0468341758,-2206.57833104067,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.52374547705121,-2166.07155188125,-2206.86659767559,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.51949450640039,-2166.09623633513,-2207.15568409913,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.51524353574957,-2166.12088762892,-2207.44559031129,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.51099256509874,-2166.14550585409,-2207.73631631207,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.50674159444792,-2166.17009110213,-2208.02786210147,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.5024906237971,-2166.1946434645,-2208.32022767949,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.49823965314628,-2166.21916303269,-2208.61341304613,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.49398868249546,-2166.24364989816,-2208.90741820139,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.48973771184464,-2166.2681041524,-2209.20224314528,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.48548674119382,-2166.29252588688,-2209.49788787778,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.48123577054299,-2166.31691519307,-2209.79435239891,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.47698479989217,-2166.34127216245,-2210.09163670865,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.47273382924135,-2166.3655968865,-2210.38974080702,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.46848285859053,-2166.38988945668,-2210.688664694,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.46423188793971,-2166.41414996449,-2210.98840836961,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.45998091728889,-2166.43837850139,-2211.28897183383,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.45572994663807,-2166.46257515885,-2211.59035508668,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.45147897598724,-2166.48674002836,-2211.89255812815,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.44722800533642,-2166.51087320139,-2212.19558095824,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.4429770346856,-2166.53497476941,-2212.49942357695,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.43872606403478,-2166.5590448239,-2212.80408598428,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.43447509338396,-2166.58308345634,-2213.10956818023,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.43022412273314,-2166.6070907582,-2213.4158701648,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.42597315208232,-2166.63106682096,-2213.72299193799,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.42172218143149,-2166.65501173609,-2214.0309334998,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.41747121078067,-2166.67892559507,-2214.33969485023,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.41322024012985,-2166.70280848937,-2214.64927598929,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.40896926947903,-2166.72666051047,-2214.95967691696,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.40471829882821,-2166.75048174984,-2215.27089763326,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.40046732817739,-2166.77427229897,-2215.58293813817,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.39621635752657,-2166.79803224932,-2215.89579843171,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.39196538687574,-2166.82176169238,-2216.20947851386,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.38771441622492,-2166.84546071961,-2216.52397838464,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.3834634455741,-2166.86912942249,-2216.83929804403,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.37921247492328,-2166.8927678925,-2217.15543749205,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.37496150427246,-2166.91637622112,-2217.47239672869,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.37071053362164,-2166.93995449981,-2217.79017575395,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.36645956297082,-2166.96350282006,-2218.10877456783,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.36220859232,-2166.98702127334,-2218.42819317033,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.35795762166917,-2167.01050995113,-2218.74843156145,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.35370665101835,-2167.0339689449,-2219.06948974119,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.34945568036753,-2167.05739834612,-2219.39136770955,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.34520470971671,-2167.08079824628,-2219.71406546653,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.34095373906589,-2167.10416873685,-2220.03758301213,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.33670276841507,-2167.1275099093,-2220.36192034636,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.33245179776424,-2167.15082185511,-2220.6870774692,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.32820082711342,-2167.17410466576,-2221.01305438066,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.3239498564626,-2167.19735843272,-2221.33985108075,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.31969888581178,-2167.22058324746,-2221.66746756945,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.31544791516096,-2167.24377920146,-2221.99590384678,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.31119694451014,-2167.26694638621,-2222.32515991273,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.30694597385932,-2167.29008489316,-2222.65523576729,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.3026950032085,-2167.3131948138,-2222.98613141048,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.29844403255767,-2167.33627623961,-2223.31784684229,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.29419306190685,-2167.35932926206,-2223.65038206272,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.28994209125603,-2167.38235397262,-2223.98373707177,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.28569112060521,-2167.40535046278,-2224.31791186943,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.28144014995439,-2167.428318824,-2224.65290645572,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.27718917930357,-2167.45125914776,-2224.98872083063,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.27293820865274,-2167.47417152554,-2225.32535499417,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.26868723800192,-2167.49705604881,-2225.66280894632,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.2644362673511,-2167.51991280906,-2226.00108268709,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.26018529670028,-2167.54274189774,-2226.34017621648,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.25593432604946,-2167.56554340635,-2226.6800895345,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.25168335539864,-2167.58831742635,-2227.02082264113,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.24743238474782,-2167.61106404922,-2227.36237553639,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.243181414097,-2167.63378336644,-2227.70474822026,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.23893044344617,-2167.65647546949,-2228.04794069276,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.23467947279535,-2167.67914044982,-2228.39195295387,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.23042850214453,-2167.70177839894,-2228.73678500361,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.22617753149371,-2167.7243894083,-2229.08243684197,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.22192656084289,-2167.74697356939,-2229.42890846894,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.21767559019207,-2167.76953097367,-2229.77619988454,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.21342461954125,-2167.79206171263,-2230.12431108876,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.20917364889042,-2167.81456587775,-2230.4732420816,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.2049226782396,-2167.83704356049,-2230.82299286306,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.20067170758878,-2167.85949485233,-2231.17356343314,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.19642073693796,-2167.88191984475,-2231.52495379184,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.19216976628714,-2167.90431862922,-2231.87716393916,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.18791879563632,-2167.92669129722,-2232.23019387511,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.1836678249855,-2167.94903794023,-2232.58404359967,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.17941685433467,-2167.97135864972,-2232.93871311285,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.17516588368385,-2167.99365351716,-2233.29420241466,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.17091491303303,-2168.01592263404,-2233.65051150508,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.16666394238221,-2168.03816609182,-2234.00764038413,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.16241297173139,-2168.06038398198,-2234.36558905179,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.15816200108057,-2168.082576396,-2234.72435750808,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.15391103042975,-2168.10474342536,-2235.08394575298,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.14966005977892,-2168.12688516153,-2235.44435378651,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.1454090891281,-2168.14900169598,-2235.80558160866,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.14115811847728,-2168.17109312019,-2236.16762921943,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.13690714782646,-2168.19315952563,-2236.53049661882,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.13265617717564,-2168.21520100379,-2236.89418380682,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.12840520652482,-2168.23721764613,-2237.25869078346,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.124154235874,-2168.25920954414,-2237.62401754871,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.11990326522317,-2168.28117678929,-2237.99016410258,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.11565229457235,-2168.30311947305,-2238.35713044507,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.11140132392153,-2168.32503768689,-2238.72491657618,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.10715035327071,-2168.34693152231,-2239.09352249591,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.10289938261989,-2168.36880107076,-2239.46294820427,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.09864841196907,-2168.39064642373,-2239.83319370124,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.09439744131825,-2168.41246767269,-2240.20425898683,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.09014647066742,-2168.43426490912,-2240.57614406105,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.0858955000166,-2168.45603822449,-2240.94884892388,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.08164452936578,-2168.47778771028,-2241.32237357534,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.07739355871496,-2168.49951345797,-2241.69671801542,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.07314258806414,-2168.52121555902,-2242.07188224411,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.06889161741332,-2168.54289410492,-2242.44786626143,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.0646406467625,-2168.56454918714,-2242.82467006737,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.06038967611168,-2168.58618089716,-2243.20229366193,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.05613870546085,-2168.60778932644,-2243.58073704511,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.05188773481003,-2168.62937456648,-2243.96000021691,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.04763676415921,-2168.65093670874,-2244.34008317733,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.04338579350839,-2168.67247584469,-2244.72098592637,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.03913482285757,-2168.69399206582,-2245.10270846403,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.03488385220675,-2168.7154854636,-2245.48525079031,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.03063288155593,-2168.73695612951,-2245.86861290522,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.0263819109051,-2168.75840415501,-2246.25279480874,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.02213094025428,-2168.7798296316,-2246.63779650088,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.01787996960346,-2168.80123265073,-2247.02361798165,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.01362899895264,-2168.82261330389,-2247.41025925103,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.00937802830182,-2168.84397168256,-2247.79772030904,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.005127057651,-2168.8653078782,-2248.18600115566,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-4.00087608700018,-2168.8866219823,-2248.57510179091,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.99662511634935,-2168.90791408633,-2248.96502221478,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.99237414569853,-2168.92918428176,-2249.35576242726,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.98812317504771,-2168.95043266008,-2249.74732242837,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.98387220439689,-2168.97165931275,-2250.1397022181,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.97962123374607,-2168.99286433125,-2250.53290179645,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.97537026309525,-2169.01404780706,-2250.92692116342,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.97111929244443,-2169.03520983166,-2251.32176031901,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.9668683217936,-2169.05635049651,-2251.71741926322,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.96261735114278,-2169.0774698931,-2252.11389799605,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.95836638049196,-2169.09856811289,-2252.5111965175,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.95411540984114,-2169.11964524738,-2252.90931482758,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.94986443919032,-2169.14070138802,-2253.30825292627,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.9456134685395,-2169.1617366263,-2253.70801081358,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.94136249788868,-2169.18275105369,-2254.10858848952,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.93711152723785,-2169.20374476167,-2254.50998595407,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.93286055658703,-2169.22471784172,-2254.91220320725,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.92860958593621,-2169.2456703853,-2255.31524024904,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.92435861528539,-2169.2666024839,-2255.71909707946,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.92010764463457,-2169.28751422899,-2256.1237736985,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.91585667398375,-2169.30840571204,-2256.52927010615,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.91160570333293,-2169.32927702454,-2256.93558630243,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.9073547326821,-2169.35012825795,-2257.34272228733,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.90310376203128,-2169.37095950375,-2257.75067806085,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.89885279138046,-2169.39177085342,-2258.15945362299,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.89460182072964,-2169.41256239844,-2258.56904897375,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.89035085007882,-2169.43333423027,-2258.97946411313,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.886099879428,-2169.4540864404,-2259.39069904113,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.88184890877718,-2169.4748191203,-2259.80275375775,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.87759793812636,-2169.49553236145,-2260.215628263,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.87334696747553,-2169.51622625532,-2260.62932255686,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.86909599682471,-2169.53690089338,-2261.04383663934,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.86484502617389,-2169.55755636712,-2261.45917051045,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.86059405552307,-2169.578192768,-2261.87532417017,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.85634308487225,-2169.59881018751,-2262.29229761852,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.85209211422143,-2169.61940871712,-2262.71009085548,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.8478411435706,-2169.6399884483,-2263.12870388107,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.84359017291978,-2169.66054947253,-2263.54813669528,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.83933920226896,-2169.68109188129,-2263.9683892981,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.83508823161814,-2169.70161576605,-2264.38946168955,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.83083726096732,-2169.72212121829,-2264.81135386962,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.8265862903165,-2169.74260832948,-2265.23406583831,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.82233531966568,-2169.7630771911,-2265.65759759562,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.81808434901486,-2169.78352789462,-2266.08194914155,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.81383337836403,-2169.80396053153,-2266.5071204761,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.80958240771321,-2169.82437519328,-2266.93311159927,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.80533143706239,-2169.84477197137,-2267.35992251106,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.80108046641157,-2169.86515095727,-2267.78755321147,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.79682949576075,-2169.88551224244,-2268.21600370051,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.79257852510993,-2169.90585591838,-2268.64527397816,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.78832755445911,-2169.92618207654,-2269.07536404443,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.78407658380828,-2169.94649080842,-2269.50627389933,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.77982561315746,-2169.96678220547,-2269.93800354284,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.77557464250664,-2169.98705635919,-2270.37055297498,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.77132367185582,-2170.00731336105,-2270.80392219574,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.767072701205,-2170.02755330251,-2271.23811120511,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.76282173055418,-2170.04777627506,-2271.67312000311,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.75857075990336,-2170.06798237017,-2272.10894858973,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.75431978925253,-2170.08817167932,-2272.54559696497,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.75006881860171,-2170.10834429399,-2272.98306512883,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.74581784795089,-2170.12850030564,-2273.4213530813,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.74156687730007,-2170.14863980575,-2273.8604608224,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.73731590664925,-2170.16876288581,-2274.30038835213,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.73306493599843,-2170.18886963728,-2274.74113567047,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.72881396534761,-2170.20896015164,-2275.18270277743,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.72456299469678,-2170.22903452037,-2275.62508967301,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.72031202404596,-2170.24909283494,-2276.06829635721,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.71606105339514,-2170.26913518683,-2276.51232283004,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.71181008274432,-2170.28916166751,-2276.95716909148,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.7075591120935,-2170.30917236846,-2277.40283514154,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.70330814144268,-2170.32916738115,-2277.84932098023,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.69905717079186,-2170.34914679706,-2278.29662660754,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.69480620014103,-2170.36911070767,-2278.74475202346,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.69055522949021,-2170.38905920445,-2279.19369722801,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.68630425883939,-2170.40899237888,-2279.64346222118,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.68205328818857,-2170.42891032243,-2280.09404700296,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.67780231753775,-2170.44881312658,-2280.54545157337,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.67355134688693,-2170.4687008828,-2280.9976759324,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
-3.66930037623611,-2170.48857368257,-2281.45072008005,-6.33890994495195,-5.67575852342381,-6.05409491134691,0.75,"rho_trans"
